KO	GeneNumber	Description
K00627	2	 DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]
K21417	2	 acoB; acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta [EC:1.1.1.-]
K21416	2	 acoA; acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha [EC:1.1.1.-]
K19746	1	 dauA; D-arginine dehydrogenase [EC:1.4.99.6]
K04127	1	 cefD; isopenicillin-N epimerase [EC:5.1.1.17]
K06978	3	 K06978; uncharacterized protein
K00826	5	 E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]
K08299	2	 caiD; crotonobetainyl-CoA hydratase [EC:4.2.1.149]
K00862	1	 eryA; erythritol kinase (D-erythritol 1-phosphate-forming) [EC:2.7.1.215]
K00058	6	 serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
K01092	2	 E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
K02509	1	 hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase [EC:4.2.1.-]
K10559	2	 rhaS; rhamnose transport system substrate-binding protein
K10562	3	 rhaT; rhamnose transport system ATP-binding protein [EC:3.6.3.17]
K10560	2	 rhaP; rhamnose transport system permease protein
K10561	2	 rhaQ; rhamnose transport system permease protein
K00446	3	 dmpB, xylE; catechol 2,3-dioxygenase [EC:1.13.11.2]
K00151	3	 hpaE, hpcC; 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60]
K01826	1	 hpaF, hpcD; 5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]
K09803	1	 K09803; uncharacterized protein
K03733	1	 xerC; integrase/recombinase XerC
K09921	1	 K09921; uncharacterized protein
K00616	1	 E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]
K04066	1	 priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]
K00817	4	 hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
K00220	1	 tyrC; cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]
K21883	2	 lra5; 2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+) [EC:1.1.1.401]
K07154	10	 hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1]
K11475	2	 vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator
K03336	2	 iolD; 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]
K01133	5	 betC; choline-sulfatase [EC:3.1.6.6]
K03665	1	 hflX; GTPase
K01473	13	 hyuA; N-methylhydantoinase A [EC:3.5.2.14]
K01474	15	 hyuB; N-methylhydantoinase B [EC:3.5.2.14]
K07093	2	 K07093; uncharacterized protein
K00024	2	 mdh; malate dehydrogenase [EC:1.1.1.37]
K04940	1	 odh; opine dehydrogenase [EC:1.5.1.28]
K04028	2	 eutN; ethanolamine utilization protein EutN
K01915	4	 glnA, GLUL; glutamine synthetase [EC:6.3.1.2]
K01990	2	 ABC-2.A; ABC-2 type transport system ATP-binding protein
K07726	1	 K07726; putative transcriptional regulator
K22083	3	 mgsC; methylamine---glutamate N-methyltransferase subunit C [EC:2.1.1.21]
K01624	1	 FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]
K03337	2	 iolB; 5-deoxy-glucuronate isomerase [EC:5.3.1.30]
K03338	2	 iolC; 5-dehydro-2-deoxygluconokinase [EC:2.7.1.92]
K05813	3	 ugpB; sn-glycerol 3-phosphate transport system substrate-binding protein
K05814	3	 ugpA; sn-glycerol 3-phosphate transport system permease protein
K05815	3	 ugpE; sn-glycerol 3-phosphate transport system permease protein
K05816	4	 ugpC; sn-glycerol 3-phosphate transport system ATP-binding protein [EC:3.6.3.20]
K01126	3	 E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
K03324	1	 yjbB; phosphate:Na+ symporter
K01193	3	 INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]
K10439	18	 rbsB; ribose transport system substrate-binding protein
K01039	2	 gctA; glutaconate CoA-transferase, subunit A [EC:2.8.3.12]
K01040	2	 gctB; glutaconate CoA-transferase, subunit B [EC:2.8.3.12]
K02028	5	 ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:3.6.3.21]
K02029	17	 ABC.PA.P; polar amino acid transport system permease protein
K00285	1	 dadA; D-amino-acid dehydrogenase [EC:1.4.5.1]
K00428	2	 E1.11.1.5; cytochrome c peroxidase [EC:1.11.1.5]
K07126	1	 K07126; uncharacterized protein
K02564	1	 nagB, GNPDA; glucosamine-6-phosphate deaminase [EC:3.5.99.6]
K03478	1	 chbG; chitin disaccharide deacetylase [EC:3.5.1.105]
K00364	1	 E1.7.1.7, guaC; GMP reductase [EC:1.7.1.7]
K06133	1	 LYS5, acpT; 4'-phosphopantetheinyl transferase [EC:2.7.8.-]
K03458	1	 TC.NCS2; nucleobase:cation symporter-2, NCS2 family
K00939	1	 adk, AK; adenylate kinase [EC:2.7.4.3]
K03076	1	 secY; preprotein translocase subunit SecY
K02876	1	 RP-L15, MRPL15, rplO; large subunit ribosomal protein L15
K02907	1	 RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30
K02988	1	 RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5
K02881	1	 RP-L18, MRPL18, rplR; large subunit ribosomal protein L18
K02933	1	 RP-L6, MRPL6, rplF; large subunit ribosomal protein L6
K02994	1	 RP-S8, rpsH; small subunit ribosomal protein S8
K02954	1	 RP-S14, MRPS14, rpsN; small subunit ribosomal protein S14
K02931	1	 RP-L5, MRPL5, rplE; large subunit ribosomal protein L5
K02895	1	 RP-L24, MRPL24, rplX; large subunit ribosomal protein L24
K02874	1	 RP-L14, MRPL14, rplN; large subunit ribosomal protein L14
K02961	1	 RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17
K02904	1	 RP-L29, rpmC; large subunit ribosomal protein L29
K02878	1	 RP-L16, MRPL16, rplP; large subunit ribosomal protein L16
K02982	1	 RP-S3, rpsC; small subunit ribosomal protein S3
K02890	1	 RP-L22, MRPL22, rplV; large subunit ribosomal protein L22
K02965	1	 RP-S19, rpsS; small subunit ribosomal protein S19
K02886	1	 RP-L2, MRPL2, rplB; large subunit ribosomal protein L2
K02892	1	 RP-L23, MRPL23, rplW; large subunit ribosomal protein L23
K02926	1	 RP-L4, MRPL4, rplD; large subunit ribosomal protein L4
K02906	1	 RP-L3, MRPL3, rplC; large subunit ribosomal protein L3
K02946	1	 RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10
K02358	1	 tuf, TUFM; elongation factor Tu
K02355	2	 fusA, GFM, EFG; elongation factor G
K02992	1	 RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7
K02950	1	 RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12
K03046	1	 rpoC; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
K03043	1	 rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]
K02935	1	 RP-L7, MRPL12, rplL; large subunit ribosomal protein L7/L12
K02864	1	 RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10
K02863	1	 RP-L1, MRPL1, rplA; large subunit ribosomal protein L1
K02867	1	 RP-L11, MRPL11, rplK; large subunit ribosomal protein L11
K02601	1	 nusG; transcriptional antiterminator NusG
K03073	1	 secE; preprotein translocase subunit SecE
K03931	1	 ygjK; putative isomerase
K02052	9	 ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein
K11070	5	 potC; spermidine/putrescine transport system permease protein
K11071	6	 potB; spermidine/putrescine transport system permease protein
K11069	6	 potD; spermidine/putrescine transport system substrate-binding protein
K00040	1	 uxuB; fructuronate reductase [EC:1.1.1.57]
K01686	1	 uxuA; mannonate dehydratase [EC:4.2.1.8]
K10440	27	 rbsC; ribose transport system permease protein
K10441	9	 rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]
K07046	2	 K07046; L-fuconolactonase [EC:3.1.1.-]
K08322	1	 rspB; L-gulonate 5-dehydrogenase [EC:1.1.1.380]
K00064	4	 E1.1.1.122; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]
K01714	10	 dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
K07048	1	 PTER, php; phosphotriesterase-related protein
K01438	6	 argE; acetylornithine deacetylase [EC:3.5.1.16]
K10218	1	 ligK, galC; 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]
K16515	1	 galB; 4-oxalomesaconate hydratase [EC:4.2.1.83]
K10545	6	 xylG; D-xylose transport system ATP-binding protein [EC:3.6.3.17]
K10544	3	 xylH; D-xylose transport system permease protein
K10543	3	 xylF; D-xylose transport system substrate-binding protein
K00852	3	 rbsK, RBKS; ribokinase [EC:2.7.1.15]
K00281	1	 GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]
K02437	1	 gcvH, GCSH; glycine cleavage system H protein
K00605	5	 gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]
K01885	2	 EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]
K01916	1	 nadE; NAD+ synthase [EC:6.3.1.5]
K01649	2	 leuA, IMS; 2-isopropylmalate synthase [EC:2.3.3.13]
K03569	1	 mreB; rod shape-determining protein MreB and related proteins
K03570	1	 mreC; rod shape-determining protein MreC
K03571	1	 mreD; rod shape-determining protein MreD
K05515	1	 mrdA; penicillin-binding protein 2 [EC:3.4.16.4]
K05837	1	 rodA, mrdB; rod shape determining protein RodA
K12972	3	 ghrA; glyoxylate/hydroxypyruvatereductase [EC:1.1.1.79 1.1.1.81]
K03313	1	 nhaA; Na+:H+ antiporter, NhaA family
K01627	1	 kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]
K15778	1	 pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]
K03710	2	 K03710; GntR family transcriptional regulator
K07335	2	 bmpA, bmpB, tmpC; basic membrane protein A and related proteins
K02056	19	 ABC.SS.A; simple sugar transport system ATP-binding protein [EC:3.6.3.17]
K02057	23	 ABC.SS.P; simple sugar transport system permease protein
K00757	1	 udp, UPP; uridine phosphorylase [EC:2.4.2.3]
K01907	2	 AACS, acsA; acetoacetyl-CoA synthetase [EC:6.2.1.16]
K01961	2	 accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]
K07160	2	 K07160; UPF0271 protein
K11930	1	 torT; periplasmic protein TorT
K02058	9	 ABC.SS.S; simple sugar transport system substrate-binding protein
K16165	2	 nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]
K08351	2	 bisC; biotin/methionine sulfoxide reductase [EC:1.-.-.-]
K02483	2	 K02483; two-component system, OmpR family, response regulator
K07032	1	 K07032; uncharacterized protein
K01470	2	 E3.5.2.10; creatinine amidohydrolase [EC:3.5.2.10]
K10804	1	 tesA; acyl-CoA thioesterase I [EC:3.1.2.- 3.1.1.5]
K02003	3	 ABC.CD.A; putative ABC transport system ATP-binding protein
K02004	2	 ABC.CD.P; putative ABC transport system permease protein
K01669	1	 phrB; deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]
K00254	1	 DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]
K00864	2	 glpK, GK; glycerol kinase [EC:2.7.1.30]
K00121	1	 frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]
K01070	1	 frmB, ESD, fghA; S-formylglutathione hydrolase [EC:3.1.2.12]
K00558	3	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K06916	1	 zapE; cell division protein ZapE
K06177	1	 rluA; tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]
K00962	1	 pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
K02956	1	 RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15
K01561	1	 dehH; haloacetate dehalogenase [EC:3.8.1.3]
K07238	1	 TC.ZIP, zupT, ZRT3, ZIP2; zinc transporter, ZIP family
K03177	1	 truB, PUS4, TRUB1; tRNA pseudouridine55 synthase [EC:5.4.99.25]
K02834	1	 rbfA; ribosome-binding factor A
K00215	1	 dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
K03500	1	 rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]
K00602	1	 purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
K03101	1	 lspA; signal peptidase II [EC:3.4.23.36]
K06034	1	 comD; sulfopyruvate decarboxylase subunit alpha [EC:4.1.1.79]
K13039	1	 comE; sulfopyruvate decarboxylase subunit beta [EC:4.1.1.79]
K07263	1	 pqqL; zinc protease [EC:3.4.24.-]
K03572	1	 mutL; DNA mismatch repair protein MutL
K00123	2	 fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]
K01897	2	 ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]
K01912	2	 paaK; phenylacetate-CoA ligase [EC:6.2.1.30]
K02919	1	 RP-L36, MRPL36, rpmJ; large subunit ribosomal protein L36
K02346	1	 dinB; DNA polymerase IV [EC:2.7.7.7]
K01591	1	 pyrF; orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]
K06946	1	 K06946; uncharacterized protein
K03695	1	 clpB; ATP-dependent Clp protease ATP-binding subunit ClpB
K07147	1	 msrP; methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]
K17247	2	 msrQ; methionine sulfoxide reductase heme-binding subunit
K00252	1	 GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K00847	1	 E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]
K06158	1	 ABCF3; ATP-binding cassette, subfamily F, member 3
K03529	1	 smc; chromosome segregation protein
K09709	1	 meh; 3-methylfumaryl-CoA hydratase [EC:4.2.1.153]
K08309	1	 slt; soluble lytic murein transglycosylase [EC:4.2.2.-]
K03664	1	 smpB; SsrA-binding protein
K01620	3	 ltaE; threonine aldolase [EC:4.1.2.48]
K10823	8	 oppF; oligopeptide transport system ATP-binding protein
K15583	7	 oppD; oligopeptide transport system ATP-binding protein
K07062	3	 fitB; toxin FitB [EC:3.1.-.-]
K17317	2	 gtsC, glcG; glucose/mannose transport system permease protein
K17316	2	 gtsB, glcF; glucose/mannose transport system permease protein
K17315	2	 gtsA, glcE; glucose/mannose transport system substrate-binding protein
K01652	7	 E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
K01011	2	 TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]
K00832	1	 tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]
K09125	1	 K09125; uncharacterized protein
K01610	1	 E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
K14448	1	 mcd; (2S)-methylsuccinyl-CoA dehydrogenase [EC:1.3.8.12]
K06606	1	 iolI; 2-keto-myo-inositol isomerase [EC:5.3.99.11]
K10552	1	 frcB; fructose transport system substrate-binding protein
K10553	1	 frcC; fructose transport system permease protein
K10554	2	 frcA; fructose transport system ATP-binding protein
K02027	26	 ABC.MS.S; multiple sugar transport system substrate-binding protein
K02026	24	 ABC.MS.P1; multiple sugar transport system permease protein
K09780	1	 K09780; uncharacterized protein
K07045	2	 K07045; uncharacterized protein
K13890	1	 gsiC; glutathione transport system permease protein
K03335	3	 iolE; inosose dehydratase [EC:4.2.1.44]
K02510	1	 hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]
K02793	1	 PTS-Man-EIIA, manX; PTS system, mannose-specific IIA component [EC:2.7.1.191]
K11189	2	 PTS-HPR; phosphocarrier protein
K00074	3	 paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
K03522	1	 fixB, etfA; electron transfer flavoprotein alpha subunit
K03521	1	 fixA, etfB; electron transfer flavoprotein beta subunit
K00798	1	 MMAB, pduO; cob(I)alamin adenosyltransferase [EC:2.5.1.17]
K02621	1	 parC; topoisomerase IV subunit A [EC:5.99.1.-]
K21801	1	 iaaH; indoleacetamide hydrolase [EC:3.5.1.-]
K02529	13	 lacI, galR; LacI family transcriptional regulator
K07484	5	 K07484; transposase
K03496	5	 parA, soj; chromosome partitioning protein
K17735	2	 lcdH, cdhA; carnitine 3-dehydrogenase [EC:1.1.1.108]
K01821	1	 praC, xylH; 4-oxalocrotonate tautomerase [EC:5.3.2.6]
K01856	3	 catB; muconate cycloisomerase [EC:5.5.1.1]
K06410	1	 spoVFA; dipicolinate synthase subunit A
K01464	2	 DPYS, dht, hydA; dihydropyrimidinase [EC:3.5.2.2]
K07492	1	 K07492; putative transposase
K14160	1	 imuA; protein ImuA
K03823	1	 pat; phosphinothricin acetyltransferase [EC:2.3.1.183]
K05801	2	 djlA; DnaJ like chaperone protein
K03088	1	 rpoE; RNA polymerase sigma-70 factor, ECF subfamily
K07462	1	 recJ; single-stranded-DNA-specific exonuclease [EC:3.1.-.-]
K11532	1	 glpX-SEBP; fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00108	8	 betA, CHDH; choline dehydrogenase [EC:1.1.99.1]
K03281	1	 TC.CIC; chloride channel protein, CIC family
K18661	4	 matB; malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]
K16843	2	 slcC; (S)-sulfolactate dehydrogenase [EC:1.1.1.310]
K18478	1	 yihV; sulfofructose kinase [EC:2.7.1.184]
K07794	5	 tctB; putative tricarboxylic transport membrane protein
K07795	1	 tctC; putative tricarboxylic transport membrane protein
K00830	1	 AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
K07393	1	 ECM4, yqjG; glutathionyl-hydroquinone reductase [EC:1.8.5.7]
K12255	1	 gbuA; guanidinobutyrase [EC:3.5.3.7]
K02001	9	 proW; glycine betaine/proline transport system permease protein
K02000	7	 proV; glycine betaine/proline transport system ATP-binding protein [EC:3.6.3.32]
K02002	7	 proX; glycine betaine/proline transport system substrate-binding protein
K22082	2	 mgsB; methylamine---glutamate N-methyltransferase subunit B [EC:2.1.1.21]
K01708	1	 garD; galactarate dehydratase [EC:4.2.1.42]
K02030	12	 ABC.PA.S; polar amino acid transport system substrate-binding protein
K01949	1	 gmaS; glutamate---methylamine ligase [EC:6.3.4.12]
K22081	1	 mgsA; methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21]
K02012	3	 afuA, fbpA; iron(III) transport system substrate-binding protein
K02010	3	 afuC, fbpC; iron(III) transport system ATP-binding protein [EC:3.6.3.30]
K03427	1	 hsdM; type I restriction enzyme M protein [EC:2.1.1.72]
K14155	2	 patB, malY; cystathione beta-lyase [EC:4.4.1.8]
K09472	1	 puuC, aldH; 4-(gamma-glutamylamino)butanal dehydrogenase [EC:1.2.1.99]
K07746	1	 parD1_3_4; antitoxin ParD1/3/4
K01466	2	 allB; allantoinase [EC:3.5.2.5]
K12369	1	 dppB; dipeptide transport system permease protein
K07133	5	 K07133; uncharacterized protein
K06048	2	 gshA, ybdK; glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]
K01777	1	 prdF; proline racemase [EC:5.1.1.4]
K01130	1	 E3.1.6.1, aslA; arylsulfatase [EC:3.1.6.1]
K06222	1	 dkgB; 2,5-diketo-D-gluconate reductase B [EC:1.1.1.346]
K00571	3	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K01190	1	 lacZ; beta-galactosidase [EC:3.2.1.23]
K01720	1	 prpD; 2-methylcitrate dehydratase [EC:4.2.1.79]
K13796	1	 cobZ, tcuA; tricarballylate dehydrogenase
K13795	1	 citB, tcuB; citrate/tricarballylate utilization protein
K21034	2	 virH2, CYP104; cytochrome P450 family 104
K01101	1	 E3.1.3.41; 4-nitrophenyl phosphatase [EC:3.1.3.41]
K01876	1	 aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]
K00574	1	 cfa; cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]
K02081	2	 agaR; DeoR family transcriptional regulator, aga operon transcriptional repressor
K22129	1	 dtnK, denK; D-threonate/D-erythronate kinase [EC:2.7.1.219 2.7.1.220]
K22024	1	 pdxA2; 4-phospho-D-threonate 3-dehydrogenase / 4-phospho-D-erythronate 3-dehydrogenase [EC:1.1.1.408 1.1.1.409]
K13574	1	 ybiC; uncharacterized oxidoreductase [EC:1.1.1.-]
K07080	3	 K07080; uncharacterized protein
K10111	7	 malK, mtlK, thuK; multiple sugar transport system ATP-binding protein [EC:3.6.3.-]
K00096	2	 araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]
K01042	1	 selA; L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]
K01955	1	 carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
K06878	1	 K06878; tRNA-binding protein
K00286	1	 proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K01486	3	 ade; adenine deaminase [EC:3.5.4.2]
K13876	2	 araD; 2-keto-3-deoxy-L-arabinonate dehydratase [EC:4.2.1.43]
K00020	5	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K07638	1	 envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]
K00940	1	 ndk, NME; nucleoside-diphosphate kinase [EC:2.7.4.6]
K00275	1	 pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K02065	1	 mlaF, linL, mkl; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
K02066	1	 mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein
K01775	1	 alr; alanine racemase [EC:5.1.1.1]
K02314	1	 dnaB; replicative DNA helicase [EC:3.6.4.12]
K00762	1	 pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10]
K01465	3	 URA4, pyrC; dihydroorotase [EC:3.5.2.3]
K02199	1	 ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
K02195	1	 ccmC; heme exporter protein C
K02194	1	 ccmB; heme exporter protein B
K02193	1	 ccmA; heme exporter protein A [EC:3.6.3.41]
K01681	1	 ACO, acnA; aconitate hydratase [EC:4.2.1.3]
K15515	1	 sauS; sulfoacetaldehyde dehydrogenase [EC:1.2.1.81]
K01903	2	 sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
K01902	3	 sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
K03852	1	 xsc; sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]
K21307	1	 soeA; sulfite dehydrogenase (quinone) subunit SoeA [EC:1.8.5.6]
K21308	1	 soeB; sulfite dehydrogenase (quinone) subunit SoeB
